time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-26 00:00:00+00:00,4.0,2.0,60,3
2025-10-27 00:00:00+00:00,2.0,2.0,12,2
2025-10-28 00:00:00+00:00,1.0,1.0,23,4
2025-10-29 00:00:00+00:00,5.0,3.0,3,2
2025-10-30 00:00:00+00:00,8.0,7.0,21,4
2025-11-01 00:00:00+00:00,,,3,2
2025-11-02 00:00:00+00:00,,,8,5
2025-11-03 00:00:00+00:00,7.0,2.0,25,6
2025-11-04 00:00:00+00:00,5.0,4.0,6,3
2025-11-05 00:00:00+00:00,21.0,2.0,16,5
2025-11-06 00:00:00+00:00,3.0,3.0,2,1
2025-11-07 00:00:00+00:00,12.0,4.0,7,4
2025-11-08 00:00:00+00:00,3.0,1.0,2,2
