time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-15 00:00:00+00:00,44,12,11,2
2026-06-16 00:00:00+00:00,14,7,1,1
2026-06-17 00:00:00+00:00,1,1,14,3
2026-06-18 00:00:00+00:00,6,2,5,1
2026-06-19 00:00:00+00:00,0,0,6,2
2026-06-20 00:00:00+00:00,1,1,27,2
2026-06-21 00:00:00+00:00,1,1,1,1
2026-06-22 00:00:00+00:00,18,6,3,3
2026-06-23 00:00:00+00:00,16,4,2,2
2026-06-24 00:00:00+00:00,22,6,0,0
2026-06-25 00:00:00+00:00,162,19,7,2
2026-06-26 00:00:00+00:00,4,4,8,1
2026-06-27 00:00:00+00:00,17,5,1,1
2026-06-28 00:00:00+00:00,1,1,1,1
