time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-13 00:00:00+00:00,23,12,19,5
2026-04-14 00:00:00+00:00,0,0,3,3
2026-04-15 00:00:00+00:00,55,19,15,4
2026-04-16 00:00:00+00:00,22,13,35,4
2026-04-17 00:00:00+00:00,33,10,15,5
2026-04-18 00:00:00+00:00,1,1,13,12
2026-04-19 00:00:00+00:00,14,3,11,9
2026-04-20 00:00:00+00:00,21,7,4,4
2026-04-21 00:00:00+00:00,58,12,3,3
2026-04-22 00:00:00+00:00,24,10,2,2
2026-04-23 00:00:00+00:00,67,20,8,2
2026-04-24 00:00:00+00:00,25,13,1,1
2026-04-25 00:00:00+00:00,53,26,2,1
2026-04-26 00:00:00+00:00,35,14,8,1
