time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-05 00:00:00+00:00,7,6,48,7
2026-04-06 00:00:00+00:00,58,37,137,5
2026-04-07 00:00:00+00:00,1,1,5,4
2026-04-08 00:00:00+00:00,0,0,1,1
2026-04-09 00:00:00+00:00,0,0,8,2
2026-04-10 00:00:00+00:00,3,2,3,3
2026-04-11 00:00:00+00:00,1,1,0,0
2026-04-12 00:00:00+00:00,14,8,8,2
2026-04-13 00:00:00+00:00,23,12,19,5
2026-04-14 00:00:00+00:00,0,0,3,3
2026-04-15 00:00:00+00:00,55,19,15,4
2026-04-16 00:00:00+00:00,22,13,35,4
2026-04-17 00:00:00+00:00,33,10,15,5
2026-04-18 00:00:00+00:00,1,1,13,12
