time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-28 00:00:00+00:00,,,6,1
2024-04-29 00:00:00+00:00,,,23,1
2024-04-30 00:00:00+00:00,,,11,1
2024-05-01 00:00:00+00:00,,,4,1
2024-05-02 00:00:00+00:00,,,3,1
2024-05-03 00:00:00+00:00,1.0,1.0,39,2
2024-05-05 00:00:00+00:00,,,26,2
2024-05-06 00:00:00+00:00,,,42,3
2024-05-07 00:00:00+00:00,2.0,2.0,37,5
2024-05-08 00:00:00+00:00,2.0,1.0,9,4
2024-05-09 00:00:00+00:00,2.0,1.0,11,1
2024-05-10 00:00:00+00:00,2.0,1.0,1,1
2024-05-11 00:00:00+00:00,,,14,1
