time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-03 00:00:00+00:00,181.0,6.0,27.0,8.0
2025-12-04 00:00:00+00:00,,,18.0,2.0
2025-12-05 00:00:00+00:00,8.0,6.0,24.0,4.0
2025-12-06 00:00:00+00:00,5.0,4.0,34.0,6.0
2025-12-07 00:00:00+00:00,5.0,3.0,22.0,2.0
2025-12-08 00:00:00+00:00,21.0,11.0,29.0,4.0
2025-12-09 00:00:00+00:00,8.0,5.0,46.0,2.0
2025-12-10 00:00:00+00:00,2.0,1.0,54.0,6.0
2025-12-11 00:00:00+00:00,1.0,1.0,8.0,2.0
2025-12-12 00:00:00+00:00,2.0,1.0,11.0,2.0
2025-12-13 00:00:00+00:00,,,1.0,1.0
2025-12-14 00:00:00+00:00,,,1.0,1.0
2025-12-15 00:00:00+00:00,2.0,2.0,,
2025-12-16 00:00:00+00:00,,,19.0,3.0
