time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-05 00:00:00+00:00,3.0,2.0,66,1
2024-08-06 00:00:00+00:00,1.0,1.0,52,5
2024-08-07 00:00:00+00:00,19.0,2.0,57,4
2024-08-08 00:00:00+00:00,,,2,1
2024-08-12 00:00:00+00:00,117.0,5.0,42,2
2024-08-15 00:00:00+00:00,35.0,4.0,64,3
2024-08-16 00:00:00+00:00,,,1,1
2024-08-17 00:00:00+00:00,,,2,1
