referrer,views_total,views_unique
zenodo.org,45,3
Bing,11,1
ieeexplore.ieee.org,7,1
Google,6,3
chatgpt.com,6,2
cn.bing.com,4,1
dhschall.github.io,2,2
github.com,2,1
DuckDuckGo,1,1
