referrer,views_total,views_unique
github.com,27,2
Google,20,9
zenodo.org,4,2
DuckDuckGo,4,1
Bing,2,1
gemini.google.com,1,1
dhschall.github.io,1,1
statics.teams.cdn.office.net,1,1
