referrer,views_total,views_unique
zenodo.org,41,1
Bing,11,1
Google,8,5
ieeexplore.ieee.org,7,1
chatgpt.com,6,2
cn.bing.com,4,1
dhschall.github.io,2,2
github.com,2,1
DuckDuckGo,1,1
