referrer,views_total,views_unique
zenodo.org,42,2
Bing,11,1
Google,8,5
ieeexplore.ieee.org,7,1
chatgpt.com,6,2
cn.bing.com,4,1
DuckDuckGo,1,1
dhschall.github.io,1,1
