referrer,views_total,views_unique
zenodo.org,45,3
Bing,11,1
Google,10,3
github.com,7,4
cn.bing.com,6,2
ieeexplore.ieee.org,6,1
dhschall.github.io,3,3
DuckDuckGo,1,1
